AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"BERRUGUETE, Alonso","(b. 1488, Paredes de Nava, d. 1561, Valladolid)",St Sebastian,1526-32,Polychrome wood,"National Museum of Religious Carvings, Valladolid",https://www.wga.hu/detail/b/berrugue/alonso/c_sebast.jpg,sculpture,religious,Spanish,1501-1550
"BERRUGUETE, Pedro","(b. 1450, Paredes de Nava, d. 1504, Ávila)",Adoration of the Magi,-,"Oil on panel, 350 x 206 cm","Museo del Prado, Madrid",https://www.wga.hu/detail/b/berrugue/pedro/adoratio.jpg,painting,religious,Spanish,1451-1500
"BERTHÉLEMY, Jean-Simon","(b. 1743, Laon, d. 1811, Paris)",Reclining Bacchante Playing the Cymbals,1778,"Oil on canvas,",Private collection,https://www.wga.hu/detail/b/berthele/bacchant.jpg,painting,mythological,French,1751-1800
"BERTHOUD, Paul-François","(b. 1870, Paris, d. 1939, Paris)",The Actress,1902,"Stained plaster, 54 x 75 cm","Musée Bargoin, Clermont-Ferrand",https://www.wga.hu/detail/b/berthoud/actress.jpg,sculpture,portrait,French,1851-1900
"BERTIN, Jean-Victor","(b. 1767, Paris, 1842, Paris)",Landscape with a Fortress and a Beggar,-,"Oil on canvas, 30 x 36 cm",Private collection,https://www.wga.hu/detail/b/bertin/landscap.jpg,painting,landscape,French,1801-1850
"BERTIN, Nicolas","(b. 1668, Paris, d. 1736, Paris)",The Death of Adonis,-,"Oil on copper, diameter 55 cm",Private collection,https://www.wga.hu/detail/b/bertin_n/adonis.jpg,painting,mythological,French,1701-1750
"BERTOIA, Jacopo","(b. 1544, Parma, d. 1574, Roma)",Venus Led by Cupid to the Dead Adonis,1560-66,"Oil on canvas, 120 x 92 cm","Musée du Louvre, Paris",https://www.wga.hu/detail/b/bertoia/venusled.jpg,painting,mythological,Italian,1551-1600
BERTOLDO DI GIOVANNI,"(b. ca. 1420, d. 1491, Poggio a Caiano)",Arion,1470-90,"Bronze, height 44,5 cm","Museo Nazionale del Bargello, Florence",https://www.wga.hu/detail/b/bertoldo/arion.jpg,sculpture,mythological,Italian,1451-1500
"BERTOS, Francesco",(active 1693-1733),Allegorical Groups Representing the Four Continents: Africa,1710-25,"Bronze, height 64 cm","Walters Art Museum, Baltimore",https://www.wga.hu/detail/b/bertos/contine1.jpg,sculpture,mythological,Italian,1701-1750
"BERTRAND, Philippe","(b. 1663, Paris, d. 1724, Paris)",Lucretia,c. 1704,"Marble, 70 x 110 x 53 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/detail/b/bertrand/lucretia.jpg,sculpture,mythological,French,1701-1750
BERTUCCIO DA VENEZIA,(active early 14th century in Venice),Reliquary cross,c. 1300,"Venetian crystal, 62 x 50 x 2 cm","Santa Croce, Florence",https://www.wga.hu/detail/b/bertucci/relcross.jpg,metalwork,religious,Italian,1301-1350
"BERUETE, Aureliano","(b. 1845, Madrid, d. 1912, Madrid)",Hawthorn in Blossom,1911,"Oil on canvas, 66 x 100 cm","Museo del Prado, Madrid",https://www.wga.hu/detail/b/beruete/hawthorn.jpg,painting,landscape,Spanish,1851-1900
"BESCHEY, Balthasar","(b. 1708, Antwerpen, d. 1776, Antwerpen)",Assumption of the Virgin,-,"Oil on panel, 76 x 51 cm",Private collection,https://www.wga.hu/detail/b/beschey/assumpti.jpg,painting,religious,Flemish,1701-1750
"BESNARD, Albert","(b. 1849, Paris, d. 1934, Paris)",Portrait of Madame Roger Jourdain,1886,"Oil on canvas, 200 x 155 cm","Musée des Arts Décoratifs, Paris",https://www.wga.hu/detail/b/besnard/jourdain.jpg,painting,portrait,French,1851-1900
"BETTERA, Bartolomeo","(b. 1639, Bergamo, d. ca. 1688, Bergamo)",Musical Instruments with Two Glass Spheres and a Male Bust,-,"Oil on canvas, 96 x 140 cm",Private collection,https://www.wga.hu/detail/b/bettera/musical1.jpg,painting,still-life,Italian,1651-1700
"BETTI, Niccolò","(b. ca. 1550, Firenze, d. 1617, Firenze)",Annunciation,-,"Oil on panel, arched top, 181 x 137 cm",Private collection,https://www.wga.hu/detail/b/betti/annuncia.jpg,painting,religious,Italian,1551-1600
BETTO DI GERI,(active 1366-1402 in Florence),Altar,1366-77,"Silver on a wooden base, 115 x 262 cm","Museo dell'Opera del Duomo, Florence",https://www.wga.hu/detail/b/betto/altar.jpg,metalwork,religious,Italian,1351-1400
"BEUCKELAER, Joachim","(b. 1530, Antwerpen, d. 1574, Antwerpen)",Christ on the Cross,1567,"Oil on wood, 56 x 56 cm","Musée du Louvre, Paris",https://www.wga.hu/detail/b/beuckela/christ_c.jpg,painting,religious,Flemish,1551-1600
"BEVEREN, Mattheus van","(b. ca. 1630, Antwerpen, d. 1690, Bruxelles)",Funeral Monument of Lamoral,1678,"Terracotta, 73 x 89 x 17,5 cm","Musées Royaux des Beaux-Arts, Brussels",https://www.wga.hu/detail/b/beveren/lamoral.jpg,sculpture,religious,Flemish,1651-1700
"BEVERWIJCK, Johan van","(b. 1594, Dordrecht, d. 1647, Dordrecht)",Tobacco Smoking,-,Engraving,"Universiteits-Bibliotheek, Amsterdam",https://www.wga.hu/detail/b/beverwij/tobacco.jpg,graphics,genre,Dutch,1601-1650
"BEVILACQUA, Giovanni Carlo","(b. 1775, Venezia, d. 1849, Venezia)",Cupid and Psyche,-,Fresco,"Procuratie Vecchie, Venice",https://www.wga.hu/detail/b/bevilacq/procurat.jpg,painting,mythological,Italian,1801-1850
"BEYEREN, Abraham van","(b. 1620, Den Haag, d. 1690, Overschie)",Banquet Still-Life,-,"Oil on canvas, 99,5 x 120,5 cm","Mauritshuis, The Hague",https://www.wga.hu/detail/b/beyeren/banquet.jpg,painting,still-life,Dutch,1651-1700
"BEZZI, Giovanni Francesco",(active c. 1530-1571 in Bologna),The Holy Family with St John the Baptist,1550s,"Oil on wood, 50 x 38 cm","Museum of Art, Indianapolis",https://www.wga.hu/detail/b/bezzi/holyfami.jpg,painting,religious,Italian,1551-1600
"BEZZUOLI, Giuseppe","(b. 1784, Firenze, d. 1855, Firenze)",Entry of Charles VIII into Florence,1829,"Oil on canvas, 290 x 356 cm","Galleria dell'Arte Moderna, Palazzo Pitti, Florence",https://www.wga.hu/detail/b/bezzuoli/charles8.jpg,painting,historical,Italian,1801-1850
BIAGIO D'ANTONIO,"(b. 1446, Firenze, d. 1515, Firenze)",Arrest of Christ,1482,Fresco,"Cappella Sistina, Vatican",https://www.wga.hu/detail/b/biagio/arrest.jpg,painting,religious,Italian,1451-1500
"BIANCHI, Giovanni Battista","(b. 1631, Verona, d. 1687, Verona)",Villa Allegri: Façade,1656,Photo,"Villa Allegri Arvedi, Cuzzano di Grezzana",https://www.wga.hu/detail/b/bianch/allegri.jpg,architecture,other,Italian,1651-1700
"BIANCHI, Mosè","(b. 1840, Monza, d. 1904, Monza)","Place de Clichy, Paris",1884,"Oil on canvas, 80 x 100 cm",Private collection,https://www.wga.hu/detail/b/bianchi1/bianchi1.jpg,painting,landscape,Italian,1851-1900
"BIANCHI, Pietro","(b. 1694, Roma, d. 1740, Roma)",St Francis of Paola in Ecstasy,c. 1728,"Oil on canvas, 99 x 74 cm","Musée du Louvre, Paris",https://www.wga.hu/detail/b/bianchi/ecstasy.jpg,painting,religious,Italian,1701-1750
"BIANCHI, Pietro II","(b. 1787, Lugano, d. 1849, Napoli)",General view,1809-36,Photo,"Foro Murat, Naples",https://www.wga.hu/detail/b/bianch1/foromura.jpg,architecture,other,Swiss,1801-1850
"BIANCO, Bartolomeo","(b. ca. 1590, Como, d. 1675, Genova)",Exterior view,1629-35,Photo,"Palazzo Rocca, Chiavari",https://www.wga.hu/detail/b/bianco/chiavari.jpg,architecture,other,Italian,1601-1650
BICCI DI LORENZO,"(b. 1373, Firenze, d. 1452, Firenze)",The Angel and the Virgin of Annunciation,1433-34,"Tempera on panel, 64 x 32 cm (each)",Private collection,https://www.wga.hu/detail/b/bicci/lorenzo/annuncia.jpg,painting,religious,Italian,1401-1450
BICCI DI NERI,"(b. 1419, Firenze, d. 1491, Firenze)",The Coronation of the Virgin,-,Oil on wood,"Musée du Petit Palais, Avignon",https://www.wga.hu/detail/b/bicci/neri/coronati.jpg,painting,religious,Italian,1451-1500
"BICCI, Lorenzo di","(b. ca. 1350, Firenze, d. ca. 1427, Firenze)",Crucifixion,-,"Tempera on panel, 47 x 48 cm",Private collection,https://www.wga.hu/detail/b/bicci/lorenz/crucifix.jpg,painting,religious,Italian,1401-1450
"BIDAULD, Jean-Joseph-Xavier","(b. 1758, Carpentras, d. 1846, Montmorency)",The Augustan Bridge,1790,"Oil on canvas, 101 x 138 cm",Private collection,https://www.wga.hu/detail/b/bidauld/augustan.jpg,painting,landscape,French,1751-1800
"BIERSTADT, Albert","(b. 1830, Solingen, d. 1902, New York)",Yosemite Valley at Sunset,1864,"Oil on cardboard, 30 x 49 cm",Private collection,https://www.wga.hu/detail/b/bierstad/yosemite.jpg,painting,landscape,American,1851-1900
"BIGAGLIA, Pietro","(b. 1786, Murano, d. 1876, Venezia)",Bottles and vases,c. 1845,Glassware,"Museo del Vetro, Murano",https://www.wga.hu/detail/b/bigaglia/bottles.jpg,glassware,other,Italian,1801-1850
"BIGARELLI, Guido di","(active ca. 1238, died 1257)",Pulpit,1250,Marble,"San Bartolomeo in Pantano, Pistoia",https://www.wga.hu/detail/b/bigarell/pulpit1.jpg,sculpture,religious,Italian,1201-1250
"BIGARNY, Felipe","(b. ca. 1475, Langres, d. 1542, Toledo)",Main Altar,1523-26,Polychrome wood,"Condestable's Chapel of the Cathedral, Burgos",https://www.wga.hu/detail/b/bigarny/altar.jpg,sculpture,religious,Spanish,1501-1550
"BIGG, William Redmore","(b. 1755, Felsted, d. 1828, London)",Group Portrait of a Family,-,"Oil on panel, 76 x 106 cm",Private collection,https://www.wga.hu/detail/b/bigg/family.jpg,painting,portrait,English,1751-1800
"BIGOT, Trophîme","(b. ca. 1600, Arles, d. 1650, Avignon)",Boy Singeing a Bat's Wings,-,"Oil on canvas, 45 x 39 cm","Galleria Doria Pamphilj, Rome",https://www.wga.hu/detail/b/bigot/boysinge.jpg,painting,other,French,1601-1650
"BIJLERT, Jan van","(b. 1597/98, Utrecht, d. 1671, Utrecht)",Allegory of the Sense of Smell,c. 1631,"Oil on canvas, 97 x 91 cm",Private collection,https://www.wga.hu/detail/b/bijlert/allegory.jpg,painting,mythological,Dutch,1601-1650
"BILIVERT, Giovanni","(b. 1585, Firenze, d. 1644, Firenze)",Angelica Hides from Ruggiero,1623-24,"Oil on canvas, 116 x 150 cm","Galleria Palatina (Palazzo Pitti), Florence",https://www.wga.hu/detail/b/bilivert/giovanni/angelica.jpg,painting,mythological,Italian,1601-1650
"BILIVERT, Jacopo","(b. 1550, Delft, d. 1603, Firenze)",Oval with Panorama of Piazza della Signoria,1599,"Mosaic with gold bas-relief, silver, lapis lazuli, and crystal, 28 x 26 cm","Museo degli Argenti, Palazzo Pitti, Florence",https://www.wga.hu/detail/b/bilivert/jacopo/panorama.jpg,metalwork,other,Dutch,1551-1600
"BILTIUS, Cornelis","(b. 1653, Den Haag, d. ca. 1686, Germany)",Trompe l'Oeil Still-Life with Two Grouse Hanging from a Nail,-,"Oil on canvas, 49 x 33 cm",Private collection,https://www.wga.hu/detail/b/biltius/trompe.jpg,painting,still-life,Dutch,1651-1700
"BIMBI, Bartolomeo","(b. 1648, Settignano, d. 1730, Firenze)",Plums,-,Oil on canvas,"Villa Medici, Poggio a Caiano",https://www.wga.hu/detail/b/bimbi/medici1.jpg,painting,still-life,Italian,1651-1700
"BINAGO, Lorenzo","(b. 1554, Milano, d. 1629, Milano)",Exterior view,begun 1601,Photo,"Sant'Alessandro in Zebedia, Milan",https://www.wga.hu/detail/b/binago/zebedia1.jpg,architecture,other,Italian,1551-1600
"BINCK, Jacob","(b. ca. 1500, Köln, d. ca. 1569, Königsberg)",Christian II of Denmark,-,"Engraving, 265 x 217 mm","Metropolitan Museum of Art, New York",https://www.wga.hu/detail/b/binck/christi1.jpg,graphics,portrait,German,1501-1550
"BINDESBØLL, Michael Gottlieb","(b. 1800, Ledøje, d. 1856, Frederiksberg)",Interior view,1839-48,Photo,"Thorvaldsens Museum, Copenhagen",https://www.wga.hu/detail/b/bindesbo/museum.jpg,architecture,interior,Danish,1801-1850
"BINGHAM, George Caleb","(b. 1811, Augusta County, d. 1879, Kansas City)",Fur Traders Descending the Missouri,c. 1845,"Oil on canvas, 74 x 92 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/detail/b/bingham/furtrade.jpg,painting,genre,American,1801-1850
"BINOIT, Peter","(b. ca. 1590, Köln, d. 1632, Hanau)",Flowers in a Vase,1613,"Oil on copper, 38 x 29 cm","Szépmûvészeti Múzeum, Budapest",https://www.wga.hu/detail/b/binoit/flowers.jpg,painting,still-life,German,1601-1650
"BIRAGO, Giovanni Pietro",(active 1471-1513 in Milan),Sforza Hours,"c. 1490, 1517-21","Manuscript (Add. Mss. 34294, 45722, 62997), 131 x 93 mm","British Library, London",https://www.wga.hu/detail/b/birago/1sforza.jpg,illumination,religious,Italian,1451-1500
"BIRGER, Hugo","(b. 1854, Stockholm, d. 1887, Helsingborg)","Scandinavian Artists Breakfasting at the Café Ledoyen, Paris, on Salon Opening Day",1886,"Oil on canvas, 184 x 262 cm","Konstmuseum, Gothenburg",https://www.wga.hu/detail/b/birger/breakfas.jpg,painting,portrait,Swedish,1851-1900
"BISCAINO, Bartolomeo","(b. 1629, Genova, d. 1657, Genova)",St John the Almoner,-,"Oil on canvas, 138 x 99 cm",Private collection,https://www.wga.hu/detail/b/biscaino/almoner.jpg,painting,religious,Italian,1601-1650
"BISON, Giuseppe Bernardino","(b. 1762, Palmanova, d. 1844, Milano)","View of the Arsenale, Venice",-,"Gouache on paper, 148 x 197 mm",Private collection,https://www.wga.hu/detail/b/bison/arsenale.jpg,graphics,landscape,Italian,1801-1850
"BISSCHOP, Abraham","(b. 1670, Dordrecht, d. 1729, Middelburg)",Birds in a Landscape,-,"Oil on canvas, 88 x 65 cm",Private collection,https://www.wga.hu/detail/b/bisschop/abraham/birdland.jpg,painting,landscape,Dutch,1701-1750
"BISSCHOP, Cornelis","(b. 1630, Dordrecht, d. 1674, Dordrecht)",A Young Woman and a Cavalier,1661-63,"Oil on canvas, 98 x 88 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/detail/b/bisschop/cornelis/cavalier.jpg,painting,genre,Dutch,1651-1700
"BISSCHOP, Jan de","(b. 1628, Amsterdam, d. 1671, Den Haag)",The Schiedam Gate at Delft,1655-60,"Graphite, pen and brush and brown ink, 95 x 159 mm","Historisch Museum, Amsterdam",https://www.wga.hu/detail/b/bisschox/delft1.jpg,graphics,landscape,Dutch,1651-1700
"BISSEN, Hermann Wilhelm","(b. 1798, Schleswig, d. 1868, København)",Bathing Girl,1858-60,Marble,"Ny Carlsberg Glyptotek, Copenhagen",https://www.wga.hu/detail/b/bissen/bathing.jpg,sculpture,genre,Danish,1801-1850
"BLAEU, Willem Janszoon","(b. 1571, Uitgeest, d. 1638, Amsterdam)",Celestial and Terrestrial Globes,1614-17,"Coloured copper engraving, papier-mâché and plaster applied on a sphere, diameter 68 cm","National Széchényi Library, Budapest",https://www.wga.hu/detail/b/blaeu/globes.jpg,graphics,other,Dutch,1601-1650
"BLAKE, William","(b. 1757, London, d. 1827, London)",Lear Grasping a Sword,c.1780,"Pen and watercolor on paper, 94 x 77 mm","Museum of Fine Arts, Boston",https://www.wga.hu/detail/b/blake/00lear.jpg,graphics,other,English,1751-1800
"BLANCHARD, Jacques","(b. 1600, Paris, d. 1638, Paris)",Allegory of Charity,1636-37,"Oil on canvas, 108 x 138 cm","Toledo Museum of Art, Toledo, Ohio",https://www.wga.hu/detail/b/blanchar/allegory.jpg,painting,mythological,French,1601-1650
"BLANCHARD, Pharamond","(b. 1805, La Guillotière, d. 1873, Paris)",Paul and Virginia,1844,"Oil on canvas, 41 x 60 cm",Private collection,https://www.wga.hu/detail/b/blanchax/paulvirg.jpg,painting,historical,French,1801-1850
"BLANCHET, Louis-Gabriel","(b. 1705, Paris, d. 1772, Roma)",Portraits of Fathers Lesueur and Jacquier,1772,"Oil on canvas, 138 x 101 cm","Musée des Beaux-Arts, Nantes",https://www.wga.hu/detail/b/blanche/fathers.jpg,painting,portrait,French,1701-1750
"BLANCHET, Thomas","(b. 1614, Paris, d. 1689, Lyon)",Landscape with Sarcophagus,1650-52,"Oil on canvas, 99 x 133 cm","The Hermitage, St. Petersburg",https://www.wga.hu/detail/b/blanchet/landscap.jpg,painting,landscape,French,1651-1700
"BLECHEN, Karl","(b. 1797, Cottbus, d. 1840, Berlin)",Self-Portrait,1823,"Oil on canvas mounted on board, 26 x 20 cm","Nationalgalerie, Berlin",https://www.wga.hu/detail/b/blechen/00selfpo.jpg,painting,portrait,German,1801-1850
"BLEKER, Dirck Gerritsz","(b. ca. 1621, Haarlem, d. ca. 1679, Den Haag)",The Penitent Mary Magdalen,1651,"Oil on canvas, 112 x 83 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/detail/b/bleker/dirck/magdalen.jpg,painting,religious,Dutch,1651-1700
"BLEKER, Gerrit Claesz","(b. ca. 1592, Haarlem, d. 1656, Haarlem)",Adoration of the Magi,-,"Oil on panel, 97 x 138 cm",Private collection,https://www.wga.hu/detail/b/bleker/gerrit/adorati.jpg,painting,religious,Dutch,1601-1650
"BLES, Herri met de","(b. ca. 1510, Bouvignes (Dinant), d. after 1550)",Road to Calvary,c. 1535,"Oil on panel, 82 x 114 cm","University Art Museum, Princeton",https://www.wga.hu/detail/b/bles/calvary.jpg,painting,religious,Flemish,1501-1550
"BLEYSWIJCK, Cornelis Adriaensz van",(active 1605-1648 in Delft),Ewer and basin,1630,"Silver gilt, height of ewer 35 cm, diameter of basin 47 cm","Metropolitan Chapter, Utrecht",https://www.wga.hu/detail/b/bleyswij/ewerbase.jpg,metalwork,other,Dutch,1601-1650
"BLIECK, Daniel de","(b. ca. 1610, Middelburg, d. 1673, Middelburg)",Interior of a Church,1670,"Oil on panel, 80 x 66 cm",Private collection,https://www.wga.hu/detail/b/blieck/interio1.jpg,painting,interior,Dutch,1651-1700
"BLOCH, Carl Heinrich","(b. 1834, København, d. 1890, København)",The Sermon On the Mount,1877,"Oil on copper, 104 x 92 cm","Frederiksborg Slot, Hillerød",https://www.wga.hu/detail/b/bloch/christ1.jpg,painting,religious,Danish,1851-1900
"BLOCK, Benjamin","(b. 1631, Lübeck, d. 1690, Regensburg)",Portrait of Count Ferenc Nádasdy,1656,"Oil on canvas, 182 x 120 cm","Historical Picture Gallery, Hungarian National Museum, Budapest",https://www.wga.hu/detail/b/block/portrai1.jpg,painting,portrait,German,1651-1700
